Gene_ID	Gene_ID_new	ko	pathway
TRINITY_DN3134_c0_g1	3538	ko00650	Butanoate metabolism
TRINITY_DN3134_c0_g1	3538	ko01100	Metabolic pathways
TRINITY_DN22824_c0_g1	5997	ko00360	Phenylalanine metabolism
TRINITY_DN22824_c0_g1	5997	ko00940	Phenylpropanoid biosynthesis
TRINITY_DN22824_c0_g1	5997	ko01100	Metabolic pathways
TRINITY_DN22824_c0_g1	5997	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN29614_c0_g1	7598	ko03010	Ribosome
TRINITY_DN247929_c0_g1	13268	ko00010	Glycolysis / Gluconeogenesis
TRINITY_DN247929_c0_g1	13268	ko00071	Fatty acid degradation
TRINITY_DN247929_c0_g1	13268	ko00350	Tyrosine metabolism
TRINITY_DN247929_c0_g1	13268	ko00592	alpha-Linolenic acid metabolism
TRINITY_DN247929_c0_g1	13268	ko01100	Metabolic pathways
TRINITY_DN247929_c0_g1	13268	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN5294_c2_g1	4065	ko00940	Phenylpropanoid biosynthesis
TRINITY_DN5294_c2_g1	4065	ko01100	Metabolic pathways
TRINITY_DN5294_c2_g1	4065	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN3615_c0_g1	2320	ko00941	Flavonoid biosynthesis
TRINITY_DN3615_c0_g1	2320	ko00944	Flavone and flavonol biosynthesis
TRINITY_DN3615_c0_g1	2320	ko01100	Metabolic pathways
TRINITY_DN3615_c0_g1	2320	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN51322_c0_g1	10043	ko04146	Peroxisome
TRINITY_DN61437_c0_g1	554	ko00900	Terpenoid backbone biosynthesis
TRINITY_DN61437_c0_g1	554	ko01100	Metabolic pathways
TRINITY_DN61437_c0_g1	554	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN31472_c0_g1	7447	ko00510	N-Glycan biosynthesis
TRINITY_DN31472_c0_g1	7447	ko00513	Various types of N-glycan biosynthesis
TRINITY_DN31472_c0_g1	7447	ko01100	Metabolic pathways
TRINITY_DN31472_c0_g2	7448	ko03022	Basal transcription factors
TRINITY_DN2774_c0_g1	2451	ko00100	Steroid biosynthesis
TRINITY_DN2774_c0_g1	2451	ko01100	Metabolic pathways
TRINITY_DN2774_c0_g1	2451	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN166797_c0_g1	12669	ko03010	Ribosome
TRINITY_DN8085_c0_g1	3790	ko04141	Protein processing in endoplasmic reticulum
TRINITY_DN27158_c0_g1	3686	ko00010	Glycolysis / Gluconeogenesis
TRINITY_DN27158_c0_g1	3686	ko00071	Fatty acid degradation
TRINITY_DN27158_c0_g1	3686	ko00350	Tyrosine metabolism
TRINITY_DN27158_c0_g1	3686	ko01100	Metabolic pathways
TRINITY_DN27158_c0_g1	3686	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN27158_c0_g1	3686	ko01200	Carbon metabolism
TRINITY_DN30060_c0_g2	1694	ko00480	Glutathione metabolism
TRINITY_DN13035_c0_g1	4650	ko00520	Amino sugar and nucleotide sugar metabolism
TRINITY_DN30060_c0_g1	1693	ko00480	Glutathione metabolism
TRINITY_DN22753_c0_g1	5911	ko00520	Amino sugar and nucleotide sugar metabolism
TRINITY_DN22753_c0_g1	5911	ko01100	Metabolic pathways
TRINITY_DN31583_c0_g1	3021	ko00770	Pantothenate and CoA biosynthesis
TRINITY_DN31583_c0_g1	3021	ko01100	Metabolic pathways
TRINITY_DN3606_c1_g1	2358	ko03050	Proteasome
TRINITY_DN87323_c0_g1	9475	ko00500	Starch and sucrose metabolism
TRINITY_DN87323_c0_g1	9475	ko01100	Metabolic pathways
TRINITY_DN50345_c0_g1	7224	ko04144	Endocytosis
TRINITY_DN7537_c3_g1	7386	ko03030	DNA replication
TRINITY_DN7537_c3_g1	7386	ko03420	Nucleotide excision repair
TRINITY_DN7537_c3_g1	7386	ko03430	Mismatch repair
TRINITY_DN7537_c3_g1	7386	ko03440	Homologous recombination
TRINITY_DN465_c0_g1	826	ko00510	N-Glycan biosynthesis
TRINITY_DN465_c0_g1	826	ko00513	Various types of N-glycan biosynthesis
TRINITY_DN465_c0_g1	826	ko01100	Metabolic pathways
TRINITY_DN110285_c0_g1	12443	ko00945	Stilbenoid, diarylheptanoid and gingerol biosynthesis
TRINITY_DN18126_c0_g1	3770	ko00220	Arginine biosynthesis
TRINITY_DN18126_c0_g1	3770	ko00330	Arginine and proline metabolism
TRINITY_DN18126_c0_g1	3770	ko01100	Metabolic pathways
TRINITY_DN18126_c0_g1	3770	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN18126_c0_g1	3770	ko04626	Plant-pathogen interaction
TRINITY_DN7176_c0_g1	11373	ko04016	MAPK signaling pathway - plant
TRINITY_DN7176_c0_g1	11373	ko04075	Plant hormone signal transduction
TRINITY_DN43802_c0_g1	11523	ko00230	Purine metabolism
TRINITY_DN43802_c0_g1	11523	ko00240	Pyrimidine metabolism
TRINITY_DN43802_c0_g1	11523	ko01100	Metabolic pathways
TRINITY_DN43802_c0_g1	11523	ko03030	DNA replication
TRINITY_DN43802_c0_g1	11523	ko03410	Base excision repair
TRINITY_DN43802_c0_g1	11523	ko03420	Nucleotide excision repair
TRINITY_DN43802_c0_g1	11523	ko03430	Mismatch repair
TRINITY_DN43802_c0_g1	11523	ko03440	Homologous recombination
TRINITY_DN34230_c0_g1	5403	ko04075	Plant hormone signal transduction
TRINITY_DN8776_c0_g1	670	ko00230	Purine metabolism
TRINITY_DN8776_c0_g1	670	ko00250	Alanine, aspartate and glutamate metabolism
TRINITY_DN8776_c0_g1	670	ko01100	Metabolic pathways
TRINITY_DN569_c1_g1	8168	ko00620	Pyruvate metabolism
TRINITY_DN569_c1_g1	8168	ko00710	Carbon fixation in photosynthetic organisms
TRINITY_DN569_c1_g1	8168	ko01100	Metabolic pathways
TRINITY_DN569_c1_g1	8168	ko01200	Carbon metabolism
TRINITY_DN18508_c1_g1	2065	ko04075	Plant hormone signal transduction
TRINITY_DN978_c3_g1	8682	ko00901	Indole alkaloid biosynthesis
TRINITY_DN978_c3_g1	8682	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN7563_c0_g1	7378	ko00010	Glycolysis / Gluconeogenesis
TRINITY_DN7563_c0_g1	7378	ko00030	Pentose phosphate pathway
TRINITY_DN7563_c0_g1	7378	ko00051	Fructose and mannose metabolism
TRINITY_DN7563_c0_g1	7378	ko00052	Galactose metabolism
TRINITY_DN7563_c0_g1	7378	ko01100	Metabolic pathways
TRINITY_DN7563_c0_g1	7378	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN7563_c0_g1	7378	ko01200	Carbon metabolism
TRINITY_DN7563_c0_g1	7378	ko01230	Biosynthesis of amino acids
TRINITY_DN7563_c0_g1	7378	ko03018	RNA degradation
TRINITY_DN18697_c0_g1	9724	ko03013	RNA transport
TRINITY_DN14539_c0_g1	5852	ko04144	Endocytosis
TRINITY_DN30446_c0_g1	12309	ko00500	Starch and sucrose metabolism
TRINITY_DN30446_c0_g1	12309	ko01100	Metabolic pathways
TRINITY_DN952_c0_g1	8676	ko04141	Protein processing in endoplasmic reticulum
TRINITY_DN16026_c0_g1	10155	ko03030	DNA replication
TRINITY_DN16026_c0_g1	10155	ko03420	Nucleotide excision repair
TRINITY_DN16026_c0_g1	10155	ko03430	Mismatch repair
TRINITY_DN16026_c0_g1	10155	ko03440	Homologous recombination
TRINITY_DN256161_c0_g1	13377	ko04626	Plant-pathogen interaction
TRINITY_DN67020_c0_g1	8615	ko00330	Arginine and proline metabolism
TRINITY_DN41392_c0_g1	2669	ko04120	Ubiquitin mediated proteolysis
TRINITY_DN8403_c1_g2	12104	ko00130	Ubiquinone and other terpenoid-quinone biosynthesis
TRINITY_DN8403_c1_g2	12104	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN8403_c1_g1	12105	ko00130	Ubiquinone and other terpenoid-quinone biosynthesis
TRINITY_DN8403_c1_g1	12105	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN37361_c0_g1	1767	ko04130	SNARE interactions in vesicular transport
TRINITY_DN37361_c0_g1	1767	ko04145	Phagosome
TRINITY_DN102242_c0_g1	13001	ko00280	Valine, leucine and isoleucine degradation
TRINITY_DN102242_c0_g1	13001	ko01100	Metabolic pathways
TRINITY_DN47260_c0_g1	1585	ko00620	Pyruvate metabolism
TRINITY_DN69902_c0_g1	11239	ko00010	Glycolysis / Gluconeogenesis
TRINITY_DN69902_c0_g1	11239	ko00071	Fatty acid degradation
TRINITY_DN69902_c0_g1	11239	ko00350	Tyrosine metabolism
TRINITY_DN69902_c0_g1	11239	ko00592	alpha-Linolenic acid metabolism
TRINITY_DN69902_c0_g1	11239	ko01100	Metabolic pathways
TRINITY_DN69902_c0_g1	11239	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN5035_c0_g1	10658	ko04626	Plant-pathogen interaction
TRINITY_DN18802_c0_g1	5151	ko03013	RNA transport
TRINITY_DN18802_c0_g1	5151	ko03015	mRNA surveillance pathway
TRINITY_DN216921_c0_g1	13596	ko03010	Ribosome
TRINITY_DN3090_c2_g1	8043	ko00908	Zeatin biosynthesis
TRINITY_DN3090_c2_g1	8043	ko01100	Metabolic pathways
TRINITY_DN3090_c2_g1	8043	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN53340_c0_g1	8096	ko04626	Plant-pathogen interaction
TRINITY_DN86293_c0_g1	6686	ko00040	Pentose and glucuronate interconversions
TRINITY_DN86293_c0_g1	6686	ko01100	Metabolic pathways
TRINITY_DN19333_c0_g1	1932	ko00270	Cysteine and methionine metabolism
TRINITY_DN19333_c0_g1	1932	ko00280	Valine, leucine and isoleucine degradation
TRINITY_DN19333_c0_g1	1932	ko00290	Valine, leucine and isoleucine biosynthesis
TRINITY_DN19333_c0_g1	1932	ko00770	Pantothenate and CoA biosynthesis
TRINITY_DN19333_c0_g1	1932	ko01100	Metabolic pathways
TRINITY_DN19333_c0_g1	1932	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN19333_c0_g1	1932	ko01210	2-Oxocarboxylic acid metabolism
TRINITY_DN19333_c0_g1	1932	ko01230	Biosynthesis of amino acids
TRINITY_DN229260_c0_g1	13397	ko00564	Glycerophospholipid metabolism
TRINITY_DN229260_c0_g1	13397	ko00565	Ether lipid metabolism
TRINITY_DN229260_c0_g1	13397	ko01100	Metabolic pathways
TRINITY_DN229260_c0_g1	13397	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN229260_c0_g1	13397	ko04144	Endocytosis
TRINITY_DN49232_c0_g1	11772	ko03040	Spliceosome
TRINITY_DN4846_c0_g1	7762	ko00500	Starch and sucrose metabolism
TRINITY_DN4846_c0_g1	7762	ko01100	Metabolic pathways
TRINITY_DN226115_c0_g1	13595	ko04120	Ubiquitin mediated proteolysis
TRINITY_DN226115_c0_g1	13595	ko04141	Protein processing in endoplasmic reticulum
TRINITY_DN1508_c2_g1	9135	ko00270	Cysteine and methionine metabolism
TRINITY_DN1508_c2_g1	9135	ko01100	Metabolic pathways
TRINITY_DN1508_c2_g1	9135	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN153655_c0_g1	12684	ko03050	Proteasome
TRINITY_DN5597_c0_g1	9587	ko00230	Purine metabolism
TRINITY_DN5597_c0_g1	9587	ko00240	Pyrimidine metabolism
TRINITY_DN5597_c0_g1	9587	ko03018	RNA degradation
TRINITY_DN5597_c0_g2	9588	ko00230	Purine metabolism
TRINITY_DN5597_c0_g2	9588	ko00240	Pyrimidine metabolism
TRINITY_DN5597_c0_g2	9588	ko03018	RNA degradation
TRINITY_DN8379_c1_g1	4600	ko04136	Autophagy - other
TRINITY_DN41106_c2_g1	11894	ko00908	Zeatin biosynthesis
TRINITY_DN129192_c0_g1	12888	ko00940	Phenylpropanoid biosynthesis
TRINITY_DN129192_c0_g1	12888	ko01100	Metabolic pathways
TRINITY_DN129192_c0_g1	12888	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN7713_c0_g1	5515	ko00230	Purine metabolism
TRINITY_DN7713_c0_g1	5515	ko00240	Pyrimidine metabolism
TRINITY_DN7713_c0_g1	5515	ko01100	Metabolic pathways
TRINITY_DN7713_c0_g1	5515	ko03020	RNA polymerase
TRINITY_DN20214_c0_g2	1953	ko00941	Flavonoid biosynthesis
TRINITY_DN20214_c0_g2	1953	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN36230_c0_g1	3630	ko04130	SNARE interactions in vesicular transport
TRINITY_DN13493_c0_g1	3101	ko04016	MAPK signaling pathway - plant
TRINITY_DN13493_c0_g1	3101	ko04626	Plant-pathogen interaction
TRINITY_DN36230_c0_g2	3631	ko04130	SNARE interactions in vesicular transport
TRINITY_DN51671_c0_g1	983	ko00052	Galactose metabolism
TRINITY_DN2530_c0_g1	4375	ko03010	Ribosome
TRINITY_DN17102_c1_g1	944	ko00270	Cysteine and methionine metabolism
TRINITY_DN17102_c1_g1	944	ko01100	Metabolic pathways
TRINITY_DN28817_c0_g2	190	ko00460	Cyanoamino acid metabolism
TRINITY_DN28817_c0_g2	190	ko00500	Starch and sucrose metabolism
TRINITY_DN28817_c0_g2	190	ko00940	Phenylpropanoid biosynthesis
TRINITY_DN28817_c0_g2	190	ko01100	Metabolic pathways
TRINITY_DN28817_c0_g2	190	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN6021_c1_g1	1226	ko00564	Glycerophospholipid metabolism
TRINITY_DN33269_c1_g1	10163	ko04144	Endocytosis
TRINITY_DN261344_c0_g1	13293	ko00195	Photosynthesis
TRINITY_DN261344_c0_g1	13293	ko01100	Metabolic pathways
TRINITY_DN7939_c0_g1	3731	ko04144	Endocytosis
TRINITY_DN68475_c0_g1	9840	ko00010	Glycolysis / Gluconeogenesis
TRINITY_DN68475_c0_g1	9840	ko01100	Metabolic pathways
TRINITY_DN68475_c0_g1	9840	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN179742_c0_g1	12438	ko00908	Zeatin biosynthesis
TRINITY_DN12367_c0_g1	4918	ko04075	Plant hormone signal transduction
TRINITY_DN20272_c0_g1	1964	ko01100	Metabolic pathways
TRINITY_DN20272_c0_g2	1965	ko01100	Metabolic pathways
TRINITY_DN20272_c0_g3	1966	ko01100	Metabolic pathways
TRINITY_DN46854_c0_g1	12321	ko03018	RNA degradation
TRINITY_DN29918_c1_g1	10691	ko04146	Peroxisome
TRINITY_DN7218_c0_g1	6602	ko04075	Plant hormone signal transduction
TRINITY_DN3424_c0_g1	4291	ko04075	Plant hormone signal transduction
TRINITY_DN69842_c0_g1	3676	ko00790	Folate biosynthesis
TRINITY_DN13644_c0_g1	10780	ko00940	Phenylpropanoid biosynthesis
TRINITY_DN13644_c0_g1	10780	ko01100	Metabolic pathways
TRINITY_DN13644_c0_g1	10780	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN10_c0_g3	252	ko00040	Pentose and glucuronate interconversions
TRINITY_DN10_c0_g2	251	ko00040	Pentose and glucuronate interconversions
TRINITY_DN10_c0_g1	250	ko00040	Pentose and glucuronate interconversions
TRINITY_DN186722_c0_g1	13005	ko03015	mRNA surveillance pathway
TRINITY_DN13005_c0_g1	4655	ko00230	Purine metabolism
TRINITY_DN13005_c0_g1	4655	ko00240	Pyrimidine metabolism
TRINITY_DN13005_c0_g1	4655	ko01100	Metabolic pathways
TRINITY_DN13005_c0_g1	4655	ko03020	RNA polymerase
TRINITY_DN43803_c3_g1	11526	ko00010	Glycolysis / Gluconeogenesis
TRINITY_DN43803_c3_g1	11526	ko00710	Carbon fixation in photosynthetic organisms
TRINITY_DN43803_c3_g1	11526	ko01100	Metabolic pathways
TRINITY_DN43803_c3_g1	11526	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN43803_c3_g1	11526	ko01200	Carbon metabolism
TRINITY_DN43803_c3_g1	11526	ko01230	Biosynthesis of amino acids
TRINITY_DN170982_c0_g1	12950	ko00040	Pentose and glucuronate interconversions
TRINITY_DN27928_c0_g2	386	ko00310	Lysine degradation
TRINITY_DN27928_c0_g1	385	ko00310	Lysine degradation
TRINITY_DN1241_c0_g1	8376	ko00785	Lipoic acid metabolism
TRINITY_DN1241_c0_g1	8376	ko01100	Metabolic pathways
TRINITY_DN16066_c0_g1	10145	ko04141	Protein processing in endoplasmic reticulum
TRINITY_DN16066_c0_g1	10145	ko04145	Phagosome
TRINITY_DN6332_c0_g1	6721	ko04120	Ubiquitin mediated proteolysis
TRINITY_DN101614_c0_g1	13109	ko00310	Lysine degradation
TRINITY_DN4391_c0_g2	4193	ko00190	Oxidative phosphorylation
TRINITY_DN4391_c0_g2	4193	ko01100	Metabolic pathways
TRINITY_DN4391_c0_g2	4193	ko04145	Phagosome
TRINITY_DN41825_c0_g1	1260	ko00232	Caffeine metabolism
TRINITY_DN41825_c0_g1	1260	ko00380	Tryptophan metabolism
TRINITY_DN41825_c0_g1	1260	ko00590	Arachidonic acid metabolism
TRINITY_DN41825_c0_g1	1260	ko00591	Linoleic acid metabolism
TRINITY_DN41825_c0_g1	1260	ko01100	Metabolic pathways
TRINITY_DN41825_c0_g1	1260	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN15369_c1_g1	5738	ko00052	Galactose metabolism
TRINITY_DN15369_c1_g1	5738	ko00500	Starch and sucrose metabolism
TRINITY_DN15369_c1_g1	5738	ko01100	Metabolic pathways
TRINITY_DN19864_c0_g1	7861	ko00750	Vitamin B6 metabolism
TRINITY_DN19864_c0_g1	7861	ko01100	Metabolic pathways
TRINITY_DN13131_c0_g2	4716	ko00780	Biotin metabolism
TRINITY_DN13131_c0_g2	4716	ko01100	Metabolic pathways
TRINITY_DN1424_c0_g2	6321	ko03010	Ribosome
TRINITY_DN1424_c0_g1	6320	ko03010	Ribosome
TRINITY_DN13131_c0_g1	4715	ko00780	Biotin metabolism
TRINITY_DN13131_c0_g1	4715	ko01100	Metabolic pathways
TRINITY_DN4141_c0_g2	5946	ko03013	RNA transport
TRINITY_DN54368_c0_g1	10955	ko00053	Ascorbate and aldarate metabolism
TRINITY_DN54368_c0_g1	10955	ko00480	Glutathione metabolism
TRINITY_DN7385_c0_g1	9310	ko03018	RNA degradation
TRINITY_DN59_c0_g2	224	ko00901	Indole alkaloid biosynthesis
TRINITY_DN59_c0_g2	224	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN59_c0_g1	223	ko00901	Indole alkaloid biosynthesis
TRINITY_DN59_c0_g1	223	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN82917_c0_g1	12073	ko00460	Cyanoamino acid metabolism
TRINITY_DN82917_c0_g1	12073	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN59623_c0_g1	5386	ko00460	Cyanoamino acid metabolism
TRINITY_DN59623_c0_g1	5386	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN44466_c0_g2	3706	ko01100	Metabolic pathways
TRINITY_DN44466_c0_g1	3705	ko01100	Metabolic pathways
TRINITY_DN10512_c0_g1	9802	ko03030	DNA replication
TRINITY_DN36824_c0_g1	4968	ko00500	Starch and sucrose metabolism
TRINITY_DN36824_c0_g1	4968	ko01100	Metabolic pathways
TRINITY_DN45746_c0_g3	9403	ko00130	Ubiquinone and other terpenoid-quinone biosynthesis
TRINITY_DN1973_c0_g1	5309	ko00010	Glycolysis / Gluconeogenesis
TRINITY_DN1973_c0_g1	5309	ko00710	Carbon fixation in photosynthetic organisms
TRINITY_DN1973_c0_g1	5309	ko01100	Metabolic pathways
TRINITY_DN1973_c0_g1	5309	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN1973_c0_g1	5309	ko01200	Carbon metabolism
TRINITY_DN1973_c0_g1	5309	ko01230	Biosynthesis of amino acids
TRINITY_DN1973_c0_g1	5309	ko03050	Proteasome
TRINITY_DN4905_c1_g1	10549	ko00480	Glutathione metabolism
TRINITY_DN96061_c0_g1	11095	ko00591	Linoleic acid metabolism
TRINITY_DN978_c0_g2	8686	ko00901	Indole alkaloid biosynthesis
TRINITY_DN978_c0_g2	8686	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN38897_c0_g1	3059	ko00020	Citrate cycle (TCA cycle)
TRINITY_DN38897_c0_g1	3059	ko00270	Cysteine and methionine metabolism
TRINITY_DN38897_c0_g1	3059	ko00620	Pyruvate metabolism
TRINITY_DN38897_c0_g1	3059	ko00630	Glyoxylate and dicarboxylate metabolism
TRINITY_DN38897_c0_g1	3059	ko00710	Carbon fixation in photosynthetic organisms
TRINITY_DN38897_c0_g1	3059	ko01100	Metabolic pathways
TRINITY_DN38897_c0_g1	3059	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN38897_c0_g1	3059	ko01200	Carbon metabolism
TRINITY_DN38487_c0_g1	4573	ko00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
TRINITY_DN38487_c0_g1	4573	ko01100	Metabolic pathways
TRINITY_DN17159_c0_g1	951	ko00500	Starch and sucrose metabolism
TRINITY_DN17159_c0_g1	951	ko01100	Metabolic pathways
TRINITY_DN6709_c0_g1	2823	ko00010	Glycolysis / Gluconeogenesis
TRINITY_DN6709_c0_g1	2823	ko00230	Purine metabolism
TRINITY_DN6709_c0_g1	2823	ko00620	Pyruvate metabolism
TRINITY_DN6709_c0_g1	2823	ko01100	Metabolic pathways
TRINITY_DN6709_c0_g1	2823	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN6709_c0_g1	2823	ko01200	Carbon metabolism
TRINITY_DN6709_c0_g1	2823	ko01230	Biosynthesis of amino acids
TRINITY_DN170531_c0_g1	13128	ko00908	Zeatin biosynthesis
TRINITY_DN170531_c0_g1	13128	ko01100	Metabolic pathways
TRINITY_DN170531_c0_g1	13128	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN12068_c0_g1	1890	ko00010	Glycolysis / Gluconeogenesis
TRINITY_DN12068_c0_g1	1890	ko00230	Purine metabolism
TRINITY_DN12068_c0_g1	1890	ko00620	Pyruvate metabolism
TRINITY_DN12068_c0_g1	1890	ko01100	Metabolic pathways
TRINITY_DN12068_c0_g1	1890	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN12068_c0_g1	1890	ko01200	Carbon metabolism
TRINITY_DN12068_c0_g1	1890	ko01230	Biosynthesis of amino acids
TRINITY_DN12952_c0_g1	6256	ko03010	Ribosome
TRINITY_DN17830_c0_g1	9863	ko00053	Ascorbate and aldarate metabolism
TRINITY_DN17830_c0_g1	9863	ko00480	Glutathione metabolism
TRINITY_DN4488_c0_g2	11693	ko00010	Glycolysis / Gluconeogenesis
TRINITY_DN4488_c0_g2	11693	ko00030	Pentose phosphate pathway
TRINITY_DN4488_c0_g2	11693	ko00051	Fructose and mannose metabolism
TRINITY_DN4488_c0_g2	11693	ko00710	Carbon fixation in photosynthetic organisms
TRINITY_DN4488_c0_g2	11693	ko01100	Metabolic pathways
TRINITY_DN4488_c0_g2	11693	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN4488_c0_g2	11693	ko01200	Carbon metabolism
TRINITY_DN132291_c0_g1	12789	ko03010	Ribosome
TRINITY_DN25281_c2_g1	5469	ko00940	Phenylpropanoid biosynthesis
TRINITY_DN25281_c2_g1	5469	ko00941	Flavonoid biosynthesis
TRINITY_DN25281_c2_g1	5469	ko00945	Stilbenoid, diarylheptanoid and gingerol biosynthesis
TRINITY_DN25281_c2_g1	5469	ko01100	Metabolic pathways
TRINITY_DN25281_c2_g1	5469	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN33742_c0_g1	8779	ko00740	Riboflavin metabolism
TRINITY_DN33742_c0_g1	8779	ko00790	Folate biosynthesis
TRINITY_DN33742_c0_g1	8779	ko01100	Metabolic pathways
TRINITY_DN33742_c0_g1	8779	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN79657_c0_g1	3288	ko00020	Citrate cycle (TCA cycle)
TRINITY_DN79657_c0_g1	3288	ko00270	Cysteine and methionine metabolism
TRINITY_DN79657_c0_g1	3288	ko00620	Pyruvate metabolism
TRINITY_DN79657_c0_g1	3288	ko00630	Glyoxylate and dicarboxylate metabolism
TRINITY_DN79657_c0_g1	3288	ko00710	Carbon fixation in photosynthetic organisms
TRINITY_DN79657_c0_g1	3288	ko01100	Metabolic pathways
TRINITY_DN79657_c0_g1	3288	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN79657_c0_g1	3288	ko01200	Carbon metabolism
TRINITY_DN6167_c1_g1	8733	ko00562	Inositol phosphate metabolism
TRINITY_DN6167_c1_g1	8733	ko01100	Metabolic pathways
TRINITY_DN6167_c1_g1	8733	ko04070	Phosphatidylinositol signaling system
TRINITY_DN13844_c0_g1	1630	ko04144	Endocytosis
TRINITY_DN13437_c0_g1	3109	ko03013	RNA transport
TRINITY_DN13437_c0_g1	3109	ko04144	Endocytosis
TRINITY_DN2509_c0_g1	4383	ko03040	Spliceosome
TRINITY_DN232636_c0_g1	13405	ko00190	Oxidative phosphorylation
TRINITY_DN232636_c0_g1	13405	ko01100	Metabolic pathways
TRINITY_DN10303_c0_g1	6859	ko00052	Galactose metabolism
TRINITY_DN74562_c0_g1	4326	ko00380	Tryptophan metabolism
TRINITY_DN74562_c0_g1	4326	ko01100	Metabolic pathways
TRINITY_DN13755_c0_g1	6027	ko03013	RNA transport
TRINITY_DN66290_c0_g1	8840	ko04120	Ubiquitin mediated proteolysis
TRINITY_DN21421_c0_g1	10	ko04120	Ubiquitin mediated proteolysis
TRINITY_DN449_c4_g1	828	ko04120	Ubiquitin mediated proteolysis
TRINITY_DN33713_c0_g2	8778	ko00062	Fatty acid elongation
TRINITY_DN33713_c0_g2	8778	ko01040	Biosynthesis of unsaturated fatty acids
TRINITY_DN33713_c0_g2	8778	ko01100	Metabolic pathways
TRINITY_DN33713_c0_g2	8778	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN33713_c0_g2	8778	ko01212	Fatty acid metabolism
TRINITY_DN60038_c0_g1	11619	ko00010	Glycolysis / Gluconeogenesis
TRINITY_DN60038_c0_g1	11619	ko00052	Galactose metabolism
TRINITY_DN60038_c0_g1	11619	ko01100	Metabolic pathways
TRINITY_DN60038_c0_g1	11619	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN60038_c0_g2	11620	ko00010	Glycolysis / Gluconeogenesis
TRINITY_DN60038_c0_g2	11620	ko00052	Galactose metabolism
